Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
54,D12_Filterpaper_75_Run54-report,id8,127.26,1,429,21601,0,0.0672,20.1122,17.224,16.9213,45.7344,0.7018,28.4791,27.2164,21.7838,23.623,1.7993,10.1379,4.9791,15.8244,13.4641,8.2761,3.6855,2.5986,6.8056,15.7853,9.8313,2.739,7.2346
54,D12_Filterpaper_75_Run54-report,id15,55.31,0,153,7373,1.56,0.0642,22.695,20.1784,19.4793,37.6436,0.7184,25.1814,23.7943,24.465,26.7489,1.1983,7.1799,1.5164,9.9139,11.4438,5.5002,1.8048,4.8454,8.3534,10.9698,15.3391,16.0483,6.894
54,D2_Trehalose_75_Run54-report,id8,66.98,0,394,21601,0.06,0.0661,20.0559,17.1127,16.6193,46.1977,0.802,28.3572,27.2767,21.7875,23.6702,1.5491,9.6264,5.2327,15.8557,13.05,7.827,4.225,2.9048,6.746,16.5502,9.6092,2.928,6.7628
54,D2_Trehalose_75_Run54-report,id15,30.98,0,81,7373,1.94,0.0629,22.3177,20.2466,19.8033,37.6186,0.8334,25.0907,23.8322,24.4893,26.7804,1.0377,5.9808,1.3749,9.6087,11.746,5.0995,2.1399,5.5794,7.796,11.3433,15.1536,18.0827,5.9333
54,D3_Trehalose_75_Run54-report,id8,82.99,0,269,21601,0.03,0.0671,20.0297,17.0202,16.7169,46.2274,0.7364,28.4381,27.2846,21.779,23.6047,1.6325,9.6548,5.0731,15.859,13.3758,7.9098,4.164,2.8785,6.7672,16.4961,9.642,2.8141,6.7268
54,D3_Trehalose_75_Run54-report,id15,36.19,0,109,7373,1.89,0.0627,22.8541,19.721,19.5436,37.8813,0.7446,25.1051,23.7575,24.5116,26.823,1.103,6.1852,1.3788,9.7518,12.1088,5.1915,2.0897,5.3616,7.7937,11.5565,15.0077,17.3483,6.064
54,D4_Trehalose_85_Run54-report,id8,69.64,0,247,21601,0.06,0.0679,20.2403,16.9344,16.6421,46.1755,0.695,28.3313,27.28,21.7802,23.6991,1.4838,9.2497,5.3923,16.1422,12.6891,7.6588,4.6435,3.1409,6.6192,16.9698,9.3402,3.066,6.44
54,D4_Trehalose_85_Run54-report,id15,34.08,0,94,7373,1.9,0.0662,23.1054,20.2888,19.2028,37.3911,0.6867,25.0168,23.7402,24.4945,26.9585,1.0319,5.5765,1.3597,9.4386,11.9753,4.8801,2.3507,5.8005,7.5328,11.593,15.0194,18.7798,5.5334
54,D5_Trehalose_85_Run54-report,id15,27.46,0,73,7373,1.93,0.064,22.1797,20.4871,19.8744,37.4588,0.7068,25.1053,23.8875,24.3653,26.8405,1.0944,6.3707,1.3341,9.5718,11.5646,5.1149,2.0764,5.4433,7.9635,11.0675,15.2622,17.695,6.3392
54,D5_Trehalose_85_Run54-report,id8,63.52,0,234,21601,0.06,0.0675,20.0154,17.1275,16.7235,46.1272,0.6965,28.4261,27.2797,21.7271,23.6761,1.6208,9.834,5.1449,15.9794,13.01,7.9443,4.1898,2.8617,6.6817,16.328,9.5044,2.879,6.9998
54,D6_Trehalose_85_Run54-report,id8,59.67,0,213,21601,0.09,0.0691,19.9862,17.081,16.5347,46.3914,0.6837,28.4222,27.2521,21.7293,23.7016,1.5559,9.7108,5.3402,16.0392,12.6891,7.7665,4.4038,2.9728,6.6177,16.5681,9.3565,3.0047,6.8782
54,D6_Trehalose_85_Run54-report,id15,27.19,0,72,7373,2.03,0.0652,22.635,20.1685,19.8162,37.3803,0.6746,24.9418,23.9444,24.5334,26.768,1.0481,5.8934,1.3087,9.5974,11.6488,5.0344,2.224,5.6097,7.6907,11.4303,15.0305,18.4854,5.8697
54,D7_Filterpaper_65_Run54-report,id15,25.84,0,70,7373,1.94,0.0646,22.582,19.987,19.8812,37.5498,0.6992,25.0002,23.9526,24.4578,26.7796,1.0845,6.4223,1.3672,9.4408,11.845,5.1382,2.0987,5.3661,7.8084,11.4524,14.9108,17.7741,6.2053
54,D7_Filterpaper_65_Run54-report,id8,61.13,0,205,21601,0.06,0.0689,20.0134,17.106,16.9022,45.9763,0.6928,28.4072,27.2609,21.7553,23.6783,1.6426,9.7934,5.155,15.7068,13.3664,7.8934,4.1074,2.8334,6.723,16.4305,9.5688,2.893,6.878
54,D8_Filterpaper_65_Run54-report,id15,27.85,0,74,7373,1.98,0.0643,22.0459,19.5111,19.8044,38.6386,0.7247,25.0402,23.9272,24.4621,26.759,1.1229,6.1116,1.3591,9.818,11.5873,5.2455,2.1573,5.3178,7.8939,11.6164,15.1775,17.433,6.1308
54,D8_Filterpaper_65_Run54-report,id8,61.91,0,222,21601,0.1,0.0673,20.0742,16.9221,16.6478,46.3504,0.7159,28.4652,27.1815,21.7753,23.6745,1.6635,9.8026,5.1018,15.8095,13.2325,7.9047,4.089,2.8766,6.8641,16.2219,9.6691,2.856,6.9012
54,D9_Filterpaper_65_Run54-report,id8,64.09,0,226,21601,0.07,0.0688,20.1258,16.788,16.7651,46.3119,0.6758,28.3952,27.2492,21.7874,23.6641,1.661,9.6301,5.181,15.9618,12.9881,8.046,4.0941,2.8329,6.9425,16.1845,9.7565,2.9276,6.7766
54,D9_Filterpaper_65_Run54-report,id15,25.28,0,68,7373,1.93,0.0655,22.2939,20.3333,19.8513,37.5214,0.6803,25.0612,23.9064,24.4207,26.8078,1.125,6.2145,1.4235,9.8259,11.4484,5.3661,2.0523,5.3278,8.1472,11.0447,15.4078,17.3729,6.1737
54,E1_BeadsDNAStable_65_Run54-report,id8,62.85,0,226,21601,0.07,0.0683,19.8435,17.022,16.4056,46.7256,0.719,28.4701,27.244,21.7811,23.6117,1.5348,10.3086,5.4571,15.9875,12.2004,7.9897,4.2438,2.867,6.6625,15.88,9.4457,3.0544,7.2454
54,E1_BeadsDNAStable_65_Run54-report,id15,31.73,0,89,7373,1.94,0.0638,21.5954,19.8656,20.1517,38.3807,0.7181,25.0803,23.8558,24.4199,26.842,0.9617,6.3582,1.435,9.4232,10.2151,5.1813,2.1976,5.7837,7.5995,10.2467,14.7862,20.0416,6.4505
54,E10_Filterpaper_85_Run54-report,id8,52.69,0,177,21601,0.06,0.0679,20.2869,17.1289,16.4947,46.0754,0.6846,28.3917,27.3665,21.7469,23.6097,1.7891,10.2095,4.9112,15.5719,13.5274,8.1081,3.7226,2.6464,6.9049,15.7917,10.0229,2.6964,7.1933
54,E10_Filterpaper_85_Run54-report,id15,26.2,0,71,7373,1.98,0.0645,23.0292,19.7791,19.8506,37.3411,0.6773,25.1297,23.9079,24.4305,26.7176,1.1367,6.5871,1.3614,9.7194,11.494,5.2919,1.9515,5.1112,8.0133,11.5414,14.984,17.0715,6.7098
54,E11_Filterpaper_85_Run54-report,id8,62.4,0,210,21601,0.05,0.0681,20.0194,17.0525,16.92,46.0005,0.6752,28.426,27.2335,21.764,23.6757,1.7733,10.1419,4.8865,15.7303,13.2785,8.1468,3.818,2.6611,6.986,15.8576,9.9134,2.7001,7.1887
54,E11_Filterpaper_85_Run54-report,id15,28.52,0,76,7373,1.97,0.0661,22.6592,20.2092,19.765,37.3666,0.6751,25.0583,24.0108,24.2203,26.9152,1.1527,6.5041,1.3467,9.9308,11.2924,5.4024,1.945,5.1056,8.1162,11.2196,15.4838,16.8417,6.6237
54,E12_Filterpaper_85_Run54-report,id8,54.99,0,188,21601,0.07,0.0677,20.0445,17.0861,16.8573,46.0009,0.7093,28.4618,27.2487,21.751,23.6463,1.6598,10.0819,5.2407,15.7409,13.0917,8.0072,3.9959,2.7658,6.7338,16.0518,9.6045,2.9155,7.1154
54,E12_Filterpaper_85_Run54-report,id15,26.75,0,67,7373,1.9,0.0635,22.0867,20.3252,19.5441,38.036,0.6926,25.0938,23.9543,24.3463,26.8002,1.0616,6.4473,1.5099,9.5061,11.2218,5.261,2.0152,5.4149,7.8206,11.1239,14.726,18.3442,6.4146
54,E2_BeadsDNAStable_65_Run54-report,id15,32.97,0,79,7373,1.83,0.0648,22.61,19.947,19.7766,37.6475,0.6874,25.2926,23.9478,24.2468,26.6996,1.0743,6.8516,1.4154,9.7087,10.797,5.3525,1.9539,5.3278,8.0345,10.486,15.3333,17.9214,6.5688
54,E2_BeadsDNAStable_65_Run54-report,id8,72.39,0,250,21601,0.06,0.0679,19.9395,16.9689,16.8646,46.2177,0.6971,28.4035,27.2776,21.7649,23.6579,1.6598,10.2193,5.1597,15.9153,12.7652,8.084,3.9724,2.7349,6.8269,15.739,9.7833,2.8467,7.2725
54,E3_BeadsDNAStable_65_Run54-report,id15,39.81,0,109,7373,1.8,0.0649,22.3843,20.2845,20.0761,37.2499,0.678,25.0567,23.8616,24.3956,26.8894,1.0727,6.7011,1.3976,9.8132,10.7382,5.4258,1.9702,5.3111,7.8848,10.6438,15.1235,18.2733,6.4636
54,E3_BeadsDNAStable_65_Run54-report,id8,92.47,0,329,21601,0.01,0.0687,19.9446,17.0673,16.7734,46.2097,0.6833,28.4254,27.2667,21.768,23.6449,1.6173,10.1326,5.2436,16.0023,12.5673,8.0904,4.0861,2.7806,6.7836,15.95,9.6861,2.8928,7.1208
54,E4_BeadsDNAStable_75_Run54-report,id8,58.56,0,210,21601,0.1,0.0679,20.0048,17.157,16.7492,46.0808,0.7169,28.4433,27.2628,21.7547,23.6464,1.5586,10.0446,5.327,15.9294,12.5962,8.0107,4.1917,2.8427,6.7393,16.0457,9.5882,2.9762,7.0469
54,E4_BeadsDNAStable_75_Run54-report,id15,29.15,0,80,7373,1.87,0.0638,23.3331,19.6995,19.49,37.4558,0.7037,25.0446,23.7929,24.6572,26.6863,0.9988,6.2976,1.359,9.6157,10.5536,5.2446,2.1199,5.7609,7.7643,10.6584,15.1142,19.095,6.1931
54,E5_BeadsDNAStable_75_Run54-report,id8,50.71,0,189,21601,0.07,0.069,20.2408,17.1142,16.7922,45.8424,0.6782,28.4397,27.2489,21.7944,23.6179,1.6547,10.4352,5.2241,15.9869,12.5633,8.1243,3.9594,2.7407,6.7655,15.5682,9.6808,2.8566,7.4334
54,E5_BeadsDNAStable_75_Run54-report,id15,22.29,0,64,7373,2.02,0.0653,21.5848,20.2141,19.8761,38.325,0.6669,25.09,23.8834,24.3226,26.9101,1.0663,6.9018,1.3382,9.8703,10.4517,5.4081,1.9372,5.2518,7.8685,10.4759,15.0765,18.3477,6.792
54,E6_BeadsDNAStable_75_Run54-report,id15,25.13,0,69,7373,2.02,0.066,22.6156,20.3394,19.3685,37.6764,0.6479,25.1417,23.7937,24.4188,26.8467,1.0803,7.0052,1.3874,9.5963,10.604,5.0778,1.9974,5.2815,8.125,10.624,15.1798,17.9591,6.9371
54,E6_BeadsDNAStable_75_Run54-report,id8,57.91,0,195,21601,0.12,0.0691,20.0656,17.0801,16.7315,46.1148,0.6653,28.463,27.2653,21.7236,23.6623,1.6784,10.4681,5.1944,15.8715,12.6526,8.1231,3.9643,2.7018,6.6858,15.6528,9.6722,2.866,7.4814
54,E7_BeadsDNAStable_85_Run54-report,id15,27.65,0,78,7373,1.99,0.066,22.6696,19.8072,19.8888,37.6344,0.6979,25.1544,23.8002,24.4857,26.7493,1.0562,6.8958,1.4195,9.6904,10.7112,5.2971,2.0008,5.2958,7.9625,10.4198,15.0414,18.1929,6.8047
54,E7_BeadsDNAStable_85_Run54-report,id8,61.41,0,214,21601,0.09,0.068,20.0848,17.3411,16.6626,45.9038,0.7021,28.4783,27.2517,21.7414,23.6407,1.6529,10.3635,5.1773,15.795,12.8738,8.0956,3.9349,2.7276,6.7436,15.6382,9.8162,2.8659,7.2986
54,E8_BeadsDNAStable_85_Run54-report,id8,53.58,0,172,21601,0.1,0.0672,20.0681,17.2202,16.8667,45.8323,0.6972,28.4388,27.2953,21.7595,23.6178,1.7494,10.5553,5.0076,15.7434,12.9802,8.2015,3.7164,2.6249,6.8799,15.4074,9.9918,2.6908,7.5095
54,E8_BeadsDNAStable_85_Run54-report,id15,23.96,0,67,7373,1.97,0.0657,22.073,19.6613,19.7298,38.5359,0.7001,25.1597,23.775,24.3976,26.8704,1.1211,6.8942,1.3456,10.0145,10.5244,5.5835,1.8857,5.0403,8.3106,10.6135,15.3684,17.1686,7.0173
54,E9_BeadsDNAStable_85_Run54-report,id8,53.5,0,180,21601,0.11,0.0684,20.0326,17.0565,16.8821,46.0213,0.6971,28.4465,27.286,21.7531,23.6258,1.6381,10.0549,5.1133,16.0269,12.7457,8.0909,3.9979,2.746,6.8758,15.8744,9.8058,2.8446,7.1378
54,E9_BeadsDNAStable_85_Run54-report,id15,24.32,0,66,7373,1.99,0.0634,22.7147,20.6111,19.8667,36.8075,0.6951,25.1917,23.9152,24.4673,26.6003,1.0771,6.5328,1.3269,9.9738,10.8973,5.4466,1.9258,5.2323,8.0096,10.8295,15.3114,17.8739,6.4165
54,F1_Dried_65_Run54-report,id15,24.02,0,66,7373,1.93,0.0657,22.5665,19.6026,20.352,37.4705,0.5945,25.2377,23.7678,24.4735,26.7067,1.3011,7.9258,1.4269,9.9449,11.8176,5.7293,1.691,4.5154,7.8482,11.059,14.99,15.2021,7.5807
54,F1_Dried_65_Run54-report,id8,50.44,0,183,21601,0.08,0.0699,20.0369,17.0376,17.0545,45.8684,0.6166,28.479,27.2094,21.7665,23.6505,2.0847,10.8207,4.6806,15.5836,14.2933,8.6549,3.266,2.3253,6.4518,15.3569,9.6817,2.4419,7.9278
54,F10_DNAStable_65_Run54-report,id15,26.62,0,74,7373,1.98,0.0651,22.6268,20.2594,19.5562,37.5576,0.6728,25.246,23.7565,24.4191,26.7723,1.1439,6.9731,1.4242,9.8989,11.3544,5.4384,1.824,5.0761,7.9031,10.8099,15.1321,16.9149,7.0011
54,F10_DNAStable_65_Run54-report,id8,53.04,0,181,21601,0.06,0.0683,19.8844,17.3238,16.9361,45.8429,0.6757,28.4566,27.3166,21.6904,23.6581,1.7748,10.1668,4.9839,15.9352,13.4713,8.3254,3.8009,2.5862,6.582,15.8907,9.6065,2.7032,7.3678
54,F11_DNAStable_65_Run54-report,id15,27.17,0,78,7373,1.98,0.0655,22.3353,20.1792,20.0197,37.4507,0.6447,25.1313,23.9015,24.4848,26.6627,1.2879,7.3428,1.3785,10.2598,11.5179,5.7475,1.6813,4.5896,8.2954,11.1796,15.2755,15.2169,7.3072
54,F11_DNAStable_65_Run54-report,id8,50.58,0,181,21601,0.1,0.0691,20.1094,17.0757,16.9915,45.805,0.6452,28.4534,27.324,21.7355,23.6073,2.0144,10.3916,4.6309,15.6277,14.1249,8.4795,3.3419,2.4204,6.8444,15.4712,10.062,2.4566,7.5273
54,F12_DNAStable_65_Run54-report,id8,55.76,0,211,21601,0.08,0.069,20.1711,16.9635,16.8585,45.9998,0.6648,28.4189,27.2741,21.739,23.6759,1.7208,10.2574,5.1276,15.874,13.2551,8.2682,3.8642,2.6254,6.5407,15.9787,9.4597,2.8109,7.3585
54,F12_DNAStable_65_Run54-report,id15,26.77,0,70,7373,1.97,0.0632,22.1452,19.8183,20.1371,37.8994,0.6821,25.2406,23.8335,24.3998,26.7139,1.1058,7.0218,1.4326,9.7481,11.1983,5.393,1.8965,5.1256,7.8621,10.8445,14.841,17.5922,6.7973
54,F2_Dried_65_Run54-report,id8,56.99,0,210,21601,0.12,0.0705,20.0337,16.7467,17.1352,46.0764,0.5952,28.4723,27.2142,21.7185,23.7041,2.1127,10.4525,4.546,15.4907,14.6828,8.5153,3.2755,2.3743,6.6057,15.5757,9.9375,2.3915,7.5967
54,F2_Dried_65_Run54-report,id15,28.33,0,83,7373,1.9,0.0655,23.2363,20.1242,19.3516,37.2807,0.5989,25.0927,23.8777,24.4652,26.7537,1.2998,7.5195,1.3508,9.8202,12.0907,5.5778,1.6809,4.5928,8.1243,11.3717,15.1229,15.2487,7.2924
54,F3_Dried_65_Run54-report,id15,39.99,0,117,7373,1.87,0.066,22.3041,19.8179,19.8332,38.0397,0.6359,25.107,23.8319,24.3996,26.8618,1.1487,6.8692,1.3926,9.738,11.9969,5.4138,1.9148,5.0925,7.6714,11.4018,14.619,17.072,6.6022
54,F3_Dried_65_Run54-report,id8,85.37,0,302,21601,0.04,0.0692,20.0797,17.0523,16.935,45.9198,0.6304,28.3789,27.2568,21.786,23.6737,1.8205,10.116,4.9084,15.7115,13.9986,8.2351,3.7475,2.6104,6.5423,16.1497,9.5722,2.6686,7.1862
54,F4_Dried_75_Run54-report,id8,52.34,0,195,21601,0.11,0.0704,20.3583,17.2044,16.7069,45.723,0.6006,28.4385,27.32,21.7372,23.624,1.8968,9.8066,4.8004,15.2278,15.0155,8.0797,3.6863,2.5961,6.4292,16.788,9.3824,2.6215,7.0314
54,F4_Dried_75_Run54-report,id15,25.03,0,67,7373,1.99,0.0684,22.403,20.3952,20.173,37.0209,0.6152,24.9771,23.8359,24.5281,26.8581,1.2138,6.5722,1.3072,9.2069,13.3812,5.226,1.9107,5.015,7.5937,12.6838,14.3182,16.271,6.3983
54,F5_Dried_75_Run54-report,id15,26.31,0,84,7373,1.98,0.0641,22.6707,19.1608,19.775,38.3934,0.6299,25.222,23.6905,24.2667,27.0423,1.0827,6.3944,1.3772,9.535,11.9601,5.2042,2.051,5.4265,7.4577,11.5654,14.2422,18.1509,6.4322
54,F5_Dried_75_Run54-report,id8,54.51,0,195,21601,0.1,0.0697,19.9944,17.1275,16.6576,46.2108,0.6402,28.4022,27.2455,21.7288,23.7264,1.6891,10.0382,5.2016,15.5627,13.6375,8.0409,4.0385,2.782,6.4224,16.5152,9.1878,2.8719,7.1383
54,F6_Dried_75_Run54-report,id15,35.12,0,100,7373,1.9,0.0661,22.9663,20.3308,19.9684,36.7286,0.6056,25.0182,23.8832,24.479,26.8137,1.2134,7.4449,1.4028,9.7215,11.7029,5.5795,1.9473,4.915,7.7831,11.1899,14.5881,16.2248,7.2645
54,F6_Dried_75_Run54-report,id8,68.92,0,246,21601,0.08,0.0697,20.0566,17.0977,16.7441,46.0959,0.6074,28.4503,27.2697,21.7702,23.6202,1.9042,10.4386,4.9025,15.6277,13.8761,8.3993,3.6538,2.5708,6.44,15.7616,9.5182,2.644,7.6152
54,F7_Dried_85_Run54-report,id8,49.07,0,167,21601,0.12,0.0693,20.0871,17.3902,16.6256,45.8889,0.6593,28.4828,27.215,21.7145,23.6978,1.7806,10.2222,5.0484,15.5036,13.9232,8.1516,3.7857,2.64,6.5242,15.9419,9.6495,2.7379,7.2862
54,F7_Dried_85_Run54-report,id15,23.86,0,61,7373,1.99,0.0668,23.2725,20.5583,19.3253,36.8439,0.6394,25.1095,23.788,24.4335,26.8711,1.1182,6.9023,1.4003,9.5809,11.5596,5.2115,1.9227,5.1459,7.8793,11.0381,14.8471,17.4828,6.8039
54,F8_Dried_85_Run54-report,id15,24.74,0,63,7373,1.93,0.0657,22.162,20.3867,19.0032,38.4481,0.6719,25.0869,23.9501,24.4029,26.7483,1.1621,6.9518,1.3998,9.8152,11.6162,5.4619,1.8798,5.0796,7.8439,11.2143,14.761,16.9156,6.8456
54,F8_Dried_85_Run54-report,id8,52.47,0,181,21601,0.12,0.0692,20.431,17.2329,16.7266,45.598,0.6687,28.4072,27.3313,21.7321,23.6432,1.7724,10.2924,4.9772,15.7125,13.758,8.141,3.7869,2.6277,6.5515,16.0125,9.4907,2.7261,7.3502
54,F9_Dried_85_Run54-report,id8,56.8,0,205,21601,0.09,0.0688,20.1107,17.2809,17.0008,45.5995,0.6557,28.391,27.25,21.8047,23.6477,1.8886,10.2347,4.7993,15.5469,14.1672,8.2624,3.5876,2.5213,6.7008,15.799,9.8872,2.5964,7.2961
54,F9_Dried_85_Run54-report,id15,26.97,0,78,7373,1.89,0.0657,22.2104,20.5838,19.474,37.7242,0.6767,25.0585,23.9493,24.3113,26.8832,1.1909,6.9587,1.3491,9.7684,11.5871,5.6111,1.8617,4.8958,8.0382,11.3351,14.856,16.5809,6.9621
54,G1_DNAStable_75_Run54-report,id8,45.27,0,152,21601,0.13,0.0674,19.9684,16.8991,16.9382,46.1897,0.7078,28.3188,27.3669,21.7227,23.6984,1.7854,10.7393,4.9658,15.7181,13.1271,8.3352,3.6408,2.5595,6.7133,15.2712,9.8841,2.6672,7.7271
54,G1_DNAStable_75_Run54-report,id15,21.83,0,61,7373,1.93,0.0645,22.1615,19.7833,20.6751,37.3705,0.7133,25.1363,23.898,24.3748,26.7836,1.1328,7.4273,1.3723,9.939,10.7993,5.4877,1.8164,5.0487,7.9904,10.2419,15.2278,17.0416,7.3147
54,G10_GenTegra_75_Run54-report,id8,49.85,0,184,21601,0.1,0.0681,20.209,17.2728,16.6059,45.9042,0.6888,28.4703,27.2642,21.7642,23.6115,1.8294,10.5585,4.8339,15.7624,13.1797,8.3074,3.6316,2.5512,6.873,15.3985,10.0342,2.6285,7.5575
54,G10_GenTegra_75_Run54-report,id15,24.13,0,72,7373,1.93,0.0651,22.4478,20.4351,20.4693,36.6478,0.6715,24.9784,23.8606,24.4779,26.8845,1.1806,7.398,1.3762,9.9504,10.9644,5.4207,1.7682,4.9346,8.2768,10.603,15.5685,16.2893,7.2132
54,G11_GenTegra_75_Run54-report,id15,20.29,0,64,7373,2.05,0.0644,22.9012,20.0579,20.1406,36.9003,0.6993,25.1741,23.8729,24.3624,26.7847,1.1613,6.959,1.3353,10.269,10.8516,5.5102,1.7697,5.0056,8.4104,10.7233,15.4525,16.6418,6.8654
54,G11_GenTegra_75_Run54-report,id8,43.08,0,164,21601,0.12,0.0678,20.5012,16.8412,16.5884,46.0629,0.7085,28.4357,27.234,21.7669,23.6639,1.7565,10.2657,4.9173,16.0542,12.858,8.2473,3.7746,2.6569,6.9704,15.5337,10.0498,2.6925,7.2878
54,G12_GenTegra_75_Run54-report,id15,19.68,0,64,7373,2.02,0.0656,22.5894,20.3441,19.893,37.1734,0.6688,25.2728,23.8547,24.3919,26.6624,1.1643,7.2511,1.3917,9.8814,10.7958,5.3827,1.7927,4.973,8.1428,10.6601,15.4188,16.9227,7.1435
54,G12_GenTegra_75_Run54-report,id8,41.95,0,166,21601,0.14,0.0692,20.2175,17.0765,16.8944,45.8085,0.6673,28.3892,27.2472,21.7457,23.7168,1.8348,10.4943,4.9146,15.7779,13.2124,8.3088,3.6261,2.5839,6.8574,15.3601,9.996,2.6456,7.5517
54,G2_DNAStable_75_Run54-report,id8,57.36,0,200,21601,0.08,0.0686,20.0091,17.242,16.8967,45.8476,0.6657,28.455,27.3478,21.7374,23.5828,1.8313,10.4472,4.8759,15.8166,13.2652,8.329,3.6408,2.5646,6.7747,15.4675,9.9576,2.6331,7.5639
54,G2_DNAStable_75_Run54-report,id15,26.92,0,83,7373,1.99,0.066,22.6652,20.6678,19.8826,36.7843,0.6867,25.1188,23.7326,24.5351,26.8092,1.18,7.274,1.3658,9.8797,11.0917,5.4588,1.8478,4.907,8.2349,10.6791,15.5975,16.3024,7.1138
54,G3_DNAStable_75_Run54-report,id8,65.97,0,230,21601,0.08,0.0681,20.2031,17.1464,16.9708,45.6746,0.6888,28.4325,27.2049,21.7832,23.6733,2.037,10.6769,4.6022,15.5375,13.8882,8.5072,3.307,2.4123,6.8611,14.9924,10.3284,2.4142,7.7983
54,G3_DNAStable_75_Run54-report,id15,34.4,0,88,7373,1.76,0.0645,22.4767,20.0594,20.3986,37.0593,0.6852,25.1276,23.9088,24.4804,26.6635,1.2875,7.8018,1.4185,10.1339,11.2515,5.7561,1.652,4.5897,8.3375,10.6082,15.4881,15.054,7.6565
54,G4_DNAStable_85_Run54-report,id15,25.71,0,67,7373,1.87,0.064,22.5918,20.1774,20.3909,36.8235,0.6238,25.0516,23.7683,24.6078,26.7617,1.5676,8.874,1.4237,10.2539,11.7398,5.9819,1.512,3.9,8.7714,10.6387,15.5677,12.5499,8.5265
54,G4_DNAStable_85_Run54-report,id8,49.69,0,168,21601,0.11,0.0686,20.4224,17.0198,17.2873,45.2624,0.6143,28.5072,27.2408,21.7302,23.6383,2.4859,11.0063,4.2136,15.3129,14.738,8.8916,2.8173,2.1836,6.8741,14.4406,10.5437,2.1029,8.2435
54,G5_DNAStable_85_Run54-report,id15,29.81,0,78,7373,1.7,0.066,22.848,19.9535,19.6387,37.5325,0.6155,25.1086,23.7885,24.6024,26.6827,1.5278,9.064,1.4322,10.3166,11.4535,6.1099,1.4304,3.9318,8.6591,10.3097,15.5432,12.7721,8.6796
54,G5_DNAStable_85_Run54-report,id8,58.27,0,207,21601,0.09,0.0694,20.0349,17.3519,17.3417,45.2648,0.6084,28.43,27.2469,21.7602,23.6666,2.4054,11.3193,4.3086,15.6201,14.1469,8.9869,2.8697,2.1222,6.7469,14.3705,10.263,2.1948,8.4586
54,G6_DNAStable_85_Run54-report,id8,44.7,0,171,21601,0.14,0.0691,20.3708,16.9555,17.1093,45.5585,0.6386,28.3871,27.2897,21.7492,23.6772,2.3044,11.2389,4.4183,15.442,14.1003,8.8729,3.0059,2.235,6.7479,14.5098,10.2202,2.2573,8.3397
54,G6_DNAStable_85_Run54-report,id15,23.91,0,68,7373,1.93,0.0654,22.5519,20.5882,19.8789,36.981,0.6557,25.1857,23.948,24.3305,26.7229,1.4571,8.7079,1.4913,10.2318,11.2122,5.8572,1.5731,4.1529,8.5582,10.5406,15.4945,13.517,8.3987
54,G7_GenTegra_65_Run54-report,id15,23.08,0,59,7373,2.01,0.0649,21.9435,20.3981,19.4982,38.1511,0.6687,25.1421,23.834,24.4129,26.8074,1.1174,7.1063,1.3694,9.7652,11.0141,5.2374,1.9043,5.2013,8.119,10.7344,15.2751,17.2366,6.816
54,G7_GenTegra_65_Run54-report,id8,47.25,0,159,21601,0.11,0.0686,20.0181,17.1374,16.5725,46.2677,0.7063,28.4121,27.2582,21.7928,23.6363,1.755,10.4171,5.0323,15.622,13.2372,8.1544,3.7899,2.6604,6.7824,15.5789,9.8855,2.7257,7.4418
54,G8_GenTegra_65_Run54-report,id15,25.81,0,66,7373,2.01,0.0648,22.4932,20.3364,19.3707,37.7917,0.718,25.0565,23.8429,24.5179,26.7732,1.1321,7.0776,1.3788,10.0156,10.686,5.5879,1.8634,5.012,8.1474,10.4791,15.4735,16.9521,7.0667
54,G8_GenTegra_65_Run54-report,id8,53.36,0,186,21601,0.1,0.0675,20.0555,17.1917,16.74,46.009,0.7279,28.3119,27.2701,21.8445,23.6544,1.7078,10.4677,5.0684,16.121,12.6248,8.2488,3.8922,2.6351,6.7374,15.531,9.7291,2.7937,7.5038
54,G9_GenTegra_65_Run54-report,id15,21.78,0,58,7373,2.06,0.0669,22.2305,20.6466,19.5192,37.6037,0.6884,25.1947,23.7494,24.4908,26.7553,1.186,7.1698,1.3965,10.0843,11.0519,5.6951,1.8567,4.887,8.3053,10.7812,15.1881,16.3581,7.0055
54,G9_GenTegra_65_Run54-report,id8,42.68,0,151,21601,0.12,0.0684,20.3182,17.0096,16.9814,45.6876,0.6926,28.4221,27.2228,21.7637,23.6883,1.8069,10.3624,4.9011,15.7651,13.2844,8.2199,3.669,2.5778,6.9239,15.5163,10.0873,2.6499,7.3578
54,H1_GenTegra_85_Run54-report,id8,58.24,0,205,21601,0.08,0.0674,19.9485,17.1889,16.6533,46.2011,0.7188,28.3771,27.2942,21.7765,23.6527,1.596,10.4164,5.3073,16.0821,12.4502,8.1804,4.0832,2.7471,6.575,15.7335,9.4518,2.9055,7.4531
