Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
62,F12_DNAStable_65_Run_62-report,id8,5.31,0,24,21601,2.42,0.0688,20.4948,15.8594,16.6536,46.9922,0.7865,28.207,27.5259,21.6832,23.6992,0.9775,7.5161,8.1496,12.6797,14.5621,5.7919,7.8927,5.2939,4.8148,21.8949,4.8373,4.7653,3.7062
57,F12_DNAStable_65_Run57-report,id8,82.23,0,283,21601,0.04,0.068,19.9704,16.8715,16.4191,46.7382,0.6991,28.3504,27.3085,21.7949,23.6429,1.5041,10.828,6.1526,15.4386,14.737,6.9805,4.5734,3.3585,5.1825,15.9272,8.8863,2.999,6.7419
57,F12_DNAStable_65_Run57-report,id15,43.9,0,117,7373,1.87,0.0643,22.2726,19.9628,19.5237,38.2409,0.7125,25.0403,24.0203,24.3412,26.7909,0.9825,6.1909,1.8124,9.2709,12.6834,4.9234,2.6186,6.3294,5.4066,11.6224,12.6815,19.6195,6.5233
62,F2_Dried_65_Run_62-report,id8,17.75,0,66,21601,0.37,0.0673,19.9798,17.0269,16.4216,46.5717,0.7585,28.2797,27.5363,21.5718,23.7553,1.0775,6.9928,8.6269,11.7686,13.0599,8.6125,7.5582,5.4421,7.1816,19.1998,4.612,5.1405,3.7339
62,F2_Dried_65_Run_62-report,id15,8.69,0,29,7373,2.18,0.0633,21.1595,20.0832,20.0342,38.7231,0.7527,24.9814,24.0413,24.357,26.8168,0.7121,1.9034,3.4451,3.3935,12.1349,7.0796,5.5556,10.0183,8.4741,12.9428,4.8871,29.0559,1.5345
57,F2_Dried_65_Run57-report,id15,8.74,0,26,7373,2.29,0.0635,23.2632,19.3493,20.0098,37.3777,0.7376,24.8524,24.1257,24.2013,27.0389,1.1091,4.7364,2.6,7.8647,13.5541,6.8942,3.3652,6.5776,7.3105,13.0126,10.7444,18.3985,4.9775
57,F2_Dried_65_Run57-report,id8,17.07,0,65,21601,0.31,0.0679,20.6967,16.5876,16.3126,46.4031,0.7353,28.1634,27.5849,21.5704,23.8128,1.587,9.3198,6.438,13.8617,15.1116,7.8912,5.0192,4.0089,6.475,16.3079,8.1424,3.4886,5.6948
57,F3_Dried_65_Run57-report,id8,93.76,0,313,21601,0.05,0.0684,19.9185,16.9074,16.6632,46.5109,0.6593,28.3601,27.2775,21.7496,23.7124,1.5746,10.8166,6.0788,15.2345,15.1189,6.8359,4.5811,3.4378,5.0247,15.9756,9.0149,2.9789,6.6997
57,F3_Dried_65_Run57-report,id15,48.26,0,116,7373,1.91,0.0645,22.411,20.3053,20.3226,36.9611,0.6612,25.1026,23.8823,24.3597,26.8565,1.035,6.05,1.8984,9.4278,13.1723,4.7775,2.7269,6.2596,5.1451,12.1537,12.6764,18.9792,6.4407
62,F6_Dried_75_Run_62-report,id8,7.54,0,28,21601,1.08,0.065,19.7023,17.0001,16.9242,46.3734,0.8145,27.8929,27.9201,21.4456,23.8914,0.9325,7.3752,7.9204,13.7058,9.7163,7.8244,9.3755,6.7716,6.7236,18.1601,5.6448,4.7028,3.8461
62,F6_Dried_75_Run_62-report,id15,3.86,0,20,7373,5.79,0.0624,22.3235,18.7358,20.615,38.3257,0.8659,25.0163,23.9692,24.2125,27.0269,0.6167,1.9283,2.068,5.0248,9.3476,6.0811,7.6235,12.4197,7.7809,9.5993,6.503,30.1991,1.6683
57,F6_Dried_75_Run57-report,id15,7.64,0,23,7373,2.32,0.0635,21.8045,19.144,19.7802,39.2713,0.7986,24.8763,24.3232,24.1299,26.8728,1.0055,3.7962,1.624,8.7516,12.0475,6.1595,4.9654,8.2698,7.2003,11.6401,12.0106,19.1399,4.4364
57,F6_Dried_75_Run57-report,id8,14.09,0,52,21601,0.42,0.0669,20.0147,17.117,16.7848,46.0836,0.7972,27.8077,27.6828,21.5601,24.0436,1.3823,9.0573,5.8538,14.7595,13.3029,7.5676,6.3717,5.1257,6.2552,16.2099,8.5059,3.2861,5.3697
60,G1_DNAStable_75_Run_60-report,id15,16.46,0,46,7373,1.9,0.0623,22.8193,19.9896,19.9637,37.2274,0.7994,25.3969,23.7555,24.3255,26.7104,0.6714,3.2881,1.821,5.5052,13.6705,4.0804,4.3746,9.2921,5.1822,13.2733,8.3314,28.2592,2.967
60,G1_DNAStable_75_Run_60-report,id8,31.4,0,108,21601,0.19,0.0646,19.7603,17.1616,16.1823,46.8958,0.7878,28.3813,27.2674,21.7502,23.6959,1.0443,8.7446,7.3226,13.0324,14.6455,6.2425,6.7049,4.5592,5.7352,19.2716,6.675,4.1906,4.6159
62,G1_DNAStable_75_Run_62-report,id8,29.46,0,103,21601,0.15,0.0655,19.9307,16.768,16.3073,46.994,0.7835,28.4383,27.3546,21.6755,23.655,0.9015,8.4911,8.3352,13.8224,12.0057,6.2208,7.6726,5.113,5.2747,19.5415,5.9619,4.8018,4.4997
62,G1_DNAStable_75_Run_62-report,id15,14.78,0,43,7373,2.05,0.0618,22.2825,19.8768,19.9941,37.8466,0.7658,25.2667,23.8771,24.3159,26.7295,0.523,2.7858,2.1083,4.3234,10.3374,3.2743,5.3245,11.572,4.4836,10.5559,6.9502,35.9456,2.245
57,G1_DNAStable_75_Run57-report,id8,74.46,0,260,21601,0.06,0.0653,19.9923,16.9928,16.4351,46.5799,0.7765,28.3486,27.3118,21.7394,23.6993,1.4329,10.3683,5.8583,14.8135,14.7117,6.4151,4.7622,3.6597,5.732,16.5104,9.547,3.073,6.0782
57,G1_DNAStable_75_Run57-report,id15,39.21,0,100,7373,1.87,0.0631,22.095,20.1085,19.6961,38.1004,0.8044,25.1748,23.8983,24.3778,26.7356,0.9553,5.2941,1.6173,9.1532,13.1651,4.8263,2.956,6.4875,5.6897,12.4151,12.856,19.7438,5.6065
60,G10_GenTegra_75_Run_60-report,id15,21.37,0,61,7373,2.03,0.0647,22.0559,20.3131,19.7026,37.9283,0.7614,25.2547,23.8295,24.3418,26.7663,0.6671,4.0022,1.7507,6.4076,10.8382,3.1385,5.9302,10.7609,4.4293,10.7424,9.6258,28.7528,3.5046
60,G10_GenTegra_75_Run_60-report,id8,40.63,0,144,21601,0.13,0.0658,19.8836,17.1821,16.2742,46.66,0.7711,28.3893,27.3328,21.7918,23.5901,1.0796,9.3423,7.2411,13.7837,13.3656,5.794,7.5841,5.4042,5.3133,17.3733,7.4287,4.0654,5.0273
62,G10_GenTegra_75_Run_62-report,id8,28.61,0,114,21601,0.19,0.0673,19.6799,16.9366,16.3031,47.0804,0.7458,28.5334,27.2288,21.8089,23.5384,0.9338,9.3116,8.2483,14.1317,11.9533,5.7881,7.8205,5.2695,4.7012,18.7119,6.1338,4.7027,5.0258
62,G10_GenTegra_75_Run_62-report,id15,14.6,0,42,7373,1.99,0.0641,21.8151,20.0256,19.7557,38.4036,0.7237,25.1179,23.7545,24.4247,26.9071,0.5196,3.3663,2.1193,4.6748,9.2818,2.2277,5.6736,11.9473,3.3851,9.5663,7.3609,37.2728,2.869
57,G10_GenTegra_75_Run57-report,id15,29.92,0,82,7373,1.89,0.0627,22.551,19.865,19.4843,38.0997,0.7349,25.1268,23.9307,24.4904,26.6267,1.0199,6.348,1.6461,9.8787,12.0236,4.3839,3.0853,6.4427,5.2233,11.3495,13.8251,18.791,6.6733
57,G10_GenTegra_75_Run57-report,id8,56.52,0,200,21601,0.1,0.0665,19.9205,17.0937,16.4355,46.5491,0.7218,28.3603,27.291,21.7805,23.6635,1.5427,11.2062,5.7844,15.2722,14.115,6.3208,4.7309,3.6742,5.4532,15.3402,10.1287,2.8762,6.6352
60,G11_GenTegra_75_Run_60-report,id15,24.22,0,66,7373,1.83,0.0646,22.3855,19.9278,19.3263,38.3604,0.7696,24.9327,23.8612,24.6196,26.7737,0.636,4.554,1.8155,6.3435,11.2611,3.0257,4.2166,9.313,4.5571,11.0016,9.8777,29.7232,4.0936
60,G11_GenTegra_75_Run_60-report,id8,45.98,0,183,21601,0.12,0.0666,20.0709,16.9755,16.2241,46.7279,0.7602,28.4006,27.206,21.8036,23.6762,1.0645,9.9252,7.3894,13.9696,13.7324,5.9462,6.4718,4.3657,5.4083,17.5245,7.5027,4.1588,5.3426
62,G11_GenTegra_75_Run_62-report,id8,25.96,0,99,21601,0.17,0.0674,19.9457,16.6588,16.2137,47.1792,0.7772,28.4744,27.269,21.7339,23.6347,0.8862,9.2369,8.5806,14.4791,11.1614,5.7891,7.8434,5.1971,4.8099,18.9296,5.98,4.8989,4.8777
62,G11_GenTegra_75_Run_62-report,id15,12.94,0,40,7373,2.1,0.0643,22.4772,20.0521,19.6777,37.793,0.7954,25.1416,23.6732,24.4652,26.9273,0.5005,3.2507,2.0604,4.4576,8.6609,2.2159,5.6652,12.0348,3.3789,9.5788,7.3833,38.4901,2.5789
57,G11_GenTegra_75_Run57-report,id15,37.21,0,102,7373,1.84,0.063,22.1386,19.7196,20.1161,38.0257,0.7645,25.18,23.8108,24.4816,26.7137,1.0013,6.3314,1.614,10.0649,11.8082,4.4058,2.8532,6.2899,5.287,11.3847,13.9244,19.2054,6.5019
57,G11_GenTegra_75_Run57-report,id8,71.09,0,269,21601,0.07,0.067,19.8509,17.2081,16.3468,46.5943,0.7464,28.4729,27.2495,21.8057,23.5752,1.5108,11.3197,5.8442,15.4169,14.1174,6.2752,4.5938,3.5379,5.4633,15.4415,10.0447,2.896,6.6127
60,G12_GenTegra_75_Run_60-report,id15,16.68,0,50,7373,2.03,0.0635,22.0125,20.1122,19.6148,38.2604,0.7272,24.9398,23.88,24.5083,26.8688,0.6398,4.4514,1.8701,6.23,11.162,3.0096,4.5212,9.6206,4.4116,10.7307,9.646,30.2903,3.8246
60,G12_GenTegra_75_Run_60-report,id8,32.57,0,114,21601,0.18,0.069,20.2047,17.0034,16.2802,46.5117,0.7326,28.4096,27.369,21.7752,23.5608,1.0972,9.7509,7.3627,13.9072,14.1407,6.0834,6.4177,4.3379,5.1895,17.6712,7.4901,4.062,5.3648
57,G12_GenTegra_75_Run57-report,id15,22.74,0,61,7373,2.01,0.0631,22.5761,19.7388,19.7294,37.9557,0.6883,25.202,23.797,24.3502,26.8521,0.9897,6.2876,1.6603,9.8612,11.6589,4.2743,3.0151,6.5917,5.2434,11.0712,13.7126,19.7625,6.5216
57,G12_GenTegra_75_Run57-report,id8,44.14,0,160,21601,0.12,0.0679,20.1841,16.8349,16.4459,46.5352,0.7086,28.4226,27.2774,21.7851,23.6186,1.533,11.0664,5.8352,15.3518,14.2403,6.3531,4.7266,3.6065,5.3883,15.476,10.0283,2.8976,6.6001
60,G2_DNAStable_75_Run_60-report,id8,41.74,0,175,21601,0.11,0.0672,20.2696,17.098,16.3023,46.3301,0.7468,28.3242,27.3031,21.7713,23.6945,1.0761,9.136,7.2987,13.677,14.0603,6.3851,6.4586,4.3845,5.792,18.3864,7.1538,4.1275,4.8799
60,G2_DNAStable_75_Run_60-report,id15,21.4,0,63,7373,1.9,0.0643,22.4428,20.0078,19.8318,37.7176,0.7553,25.0033,23.8874,24.4321,26.8786,0.6648,3.7156,1.8373,5.7897,12.4543,3.9472,4.1542,9.0465,5.5652,12.2159,9.1058,28.9283,3.2089
62,G2_DNAStable_75_Run_62-report,id8,44.72,0,157,21601,0.15,0.0681,19.9271,17.2056,16.1413,46.726,0.7334,28.4619,27.2827,21.7144,23.6568,0.9064,8.6149,8.5025,14.2881,11.5445,6.2454,7.6633,4.9521,5.2252,19.5725,5.7948,4.8963,4.4982
62,G2_DNAStable_75_Run_62-report,id15,21.74,0,62,7373,1.98,0.0659,22.1514,20.525,20.1731,37.1505,0.7418,25.0061,23.9599,24.6118,26.5925,0.5271,2.7299,2.0477,4.3616,10.2485,3.4021,4.9401,11.168,4.5655,10.7287,7.0524,36.4348,2.2122
57,G2_DNAStable_75_Run57-report,id15,39.11,0,95,7373,1.82,0.0627,22.3239,19.7828,19.6064,38.2868,0.7462,25.1307,23.8066,24.462,26.794,0.9986,5.8535,1.6579,9.5097,12.566,4.7992,2.67,6.2432,5.7309,11.7184,13.4805,19.4003,6.1004
57,G2_DNAStable_75_Run57-report,id8,76.07,0,274,21601,0.06,0.0672,20.0118,17.0005,16.6069,46.3808,0.7212,28.3556,27.267,21.8119,23.6552,1.5008,10.7368,5.8514,15.1799,14.3315,6.5629,4.6491,3.5062,5.6872,15.921,9.7714,2.9803,6.3794
60,G3_DNAStable_75_Run_60-report,id15,22.69,0,68,7373,2.01,0.0616,22.5866,20.5034,19.4522,37.4578,0.785,25.3639,23.9503,24.2248,26.6428,0.6649,4.168,1.86,6.3718,12.0833,3.8815,3.9379,8.8732,5.189,11.6507,9.3015,28.7412,3.8018
60,G3_DNAStable_75_Run_60-report,id8,40.22,0,153,21601,0.17,0.066,20.0882,16.8509,16.3907,46.6701,0.7639,28.3591,27.3563,21.7502,23.6409,1.113,9.4684,7.1333,13.6324,14.7098,6.3377,6.0938,4.2203,5.6517,17.8658,7.5148,3.9874,5.1377
57,G3_DNAStable_75_Run57-report,id15,37.33,0,95,7373,1.83,0.0629,22.2177,20.1235,19.3158,38.343,0.7571,25.157,23.8437,24.4259,26.7652,1.0206,6.1972,1.674,9.7925,12.3449,4.7447,2.6153,6.2769,5.7895,11.7822,13.4704,18.7036,6.366
57,G3_DNAStable_75_Run57-report,id8,65.72,0,247,21601,0.08,0.0657,20.1865,16.8199,16.5261,46.4675,0.7521,28.4069,27.3254,21.7723,23.6034,1.5692,10.9839,5.7709,15.09,14.7032,6.5899,4.3657,3.4218,5.6435,15.4912,10.041,2.7947,6.6598
57,G4_DNAStable_85_Run57-report,id8,12.7,0,47,21601,0.49,0.0689,20.2481,16.7802,16.6007,46.3711,0.6431,28.3746,27.3067,21.7277,23.6978,1.6535,10.8375,5.714,15.1027,14.5961,6.7933,4.7271,3.7154,5.5286,15.0869,10.0296,2.7512,6.7158
57,G4_DNAStable_85_Run57-report,id15,6.69,0,22,7373,2.64,0.0636,21.5365,20.1826,20.2456,38.0353,0.6466,25.0874,23.7613,24.6653,26.6659,1.0693,6.3884,1.6627,10.0695,11.8741,5.0353,3.2173,6.5965,5.7443,11.2592,13.3294,17.9958,6.5622
57,G5_DNAStable_85_Run57-report,id15,6.16,0,22,7373,2.98,0.0634,23.1799,20.5014,20.0549,36.2637,0.6955,24.9243,23.8229,24.4314,27.0382,1.1289,6.6088,1.5786,9.9037,12.5009,4.9099,3.0713,6.191,5.8758,11.4448,13.6649,17.0793,6.8907
57,G5_DNAStable_85_Run57-report,id8,11.89,0,50,21601,0.5,0.0703,20.1199,17.5279,17.2393,45.1129,0.6451,28.4279,27.4046,21.6305,23.6741,1.7033,10.7796,5.5,15.2009,14.8096,6.773,4.5404,3.7037,5.6336,15.2268,10.0301,2.6712,6.7103
57,G6_DNAStable_85_Run57-report,id8,1.93,0,12,21601,19.21,0.0678,19.3924,16.9905,16.4253,47.1918,0.7193,28.651,27.0483,21.7062,23.7062,1.5905,11.0722,5.622,15.4525,14.579,6.5772,4.6403,3.5595,5.4021,15.2791,9.688,2.9613,6.7963
57,G6_DNAStable_85_Run57-report,id15,1.11,0,7,7373,36.12,0.0621,21.4418,20.5176,20.8872,37.1534,0.6926,25.2873,24.1177,24.1815,26.5897,1.0448,6.6541,1.8308,9.6115,11.3864,4.6675,3.031,6.6471,5.8468,11.9647,13.2394,18.2474,6.6773
59,G7_GenTegra_65_R59-report,id8,39.28,0,153,21601,0.18,0.0664,19.702,17.0888,16.0357,47.1735,0.7404,28.3677,27.2816,21.7471,23.7021,1.0934,8.2146,7.1866,13.2946,10.4791,5.6067,6.4623,4.2345,4.2601,16.3609,5.3255,13.1807,5.6545
59,G7_GenTegra_65_R59-report,id15,21.51,0,65,7373,2.02,0.0647,22.2168,19.3388,19.3583,39.086,0.7379,25.1387,23.7673,24.4881,26.7988,0.5627,6.6867,7.0149,4.7897,7.9407,2.6193,4.5901,10.415,3.16,9.1368,5.8602,34.5361,2.9051
60,G7_GenTegra_65_Run_60-report,id8,61.01,0,232,21601,0.06,0.0673,19.8391,17.0545,15.9931,47.1133,0.735,28.4115,27.3068,21.7347,23.6562,1.0845,9.8924,7.4455,13.9951,14.3991,6.1241,5.976,3.9494,5.1812,17.7241,7.4875,4.0896,5.5255
60,G7_GenTegra_65_Run_60-report,id15,32.72,0,93,7373,1.82,0.0646,21.6674,20.151,19.4911,38.6904,0.7288,25.1112,23.7631,24.6325,26.6732,0.6144,4.605,1.891,6.1912,11.2417,3.048,3.6392,8.9601,4.5397,10.7679,9.4747,31.3677,3.9899
62,G7_GenTegra_65_Run_62-report,id8,40.2,0,152,21601,0.13,0.0679,20.1587,16.9972,15.9495,46.8946,0.7542,28.3994,27.2637,21.8151,23.6176,0.9098,9.3584,8.5657,14.309,12.1344,5.9002,7.2199,4.603,4.7075,19.0755,6.1395,4.7797,5.0398
62,G7_GenTegra_65_Run_62-report,id15,20.7,0,60,7373,2.06,0.0645,22.0587,20.5157,19.4295,37.9961,0.7369,25.18,23.9904,24.3266,26.6846,0.4867,3.4223,2.0724,4.4823,8.7135,2.1242,4.7129,11.3362,3.3958,9.6891,7.3415,39.6009,2.8061
57,G7_GenTegra_65_Run57-report,id15,30.03,0,77,7373,1.98,0.0656,22.1159,20.1542,20.519,37.2109,0.7299,24.9772,23.8484,24.5305,26.8401,0.959,6.6328,1.6609,9.88,11.7324,4.3389,2.3759,6.0816,5.2125,11.234,13.5853,20.1396,6.7545
57,G7_GenTegra_65_Run57-report,id8,55.93,0,222,21601,0.09,0.0678,19.8274,16.8701,16.4939,46.8085,0.7197,28.4208,27.2518,21.8735,23.5467,1.5326,11.2851,6.0032,15.4529,14.4552,6.5128,4.2531,3.1872,5.2432,15.4581,9.9598,2.8916,6.9066
59,G8_GenTegra_65_R59-report,id15,21.47,0,62,7373,1.97,0.0639,22.3543,19.6096,20.1744,37.8617,0.7677,25.1348,23.7195,24.3882,26.97,0.571,7.3181,7.6574,4.6181,7.7814,2.6651,4.7714,10.0926,3.2474,9.3225,5.9484,33.325,2.9358
59,G8_GenTegra_65_R59-report,id8,39.07,0,151,21601,0.13,0.0671,19.5407,17.0304,16.3515,47.0774,0.7684,28.475,27.2202,21.8093,23.5957,1.0924,7.9826,7.0086,13.2568,9.5269,5.5052,6.6305,4.2457,4.1182,16.1732,4.8934,15.0721,5.542
60,G8_GenTegra_65_Run_60-report,id8,42.16,0,148,21601,0.13,0.0678,20.1362,17.019,16.259,46.5857,0.7672,28.4122,27.2889,21.8009,23.6005,1.0755,9.9516,7.3404,14.1537,14.0838,6.0769,6.061,4.0053,5.2962,17.8277,7.4869,4.0602,5.4326
60,G8_GenTegra_65_Run_60-report,id15,22.83,0,66,7373,2.02,0.0658,22.7013,20.038,19.576,37.6846,0.7734,25.2415,23.82,24.3204,26.816,0.6336,4.5794,1.801,6.4597,11.5323,3.0598,3.5759,8.6622,4.6181,10.9975,9.9327,30.5323,3.9724
62,G8_GenTegra_65_Run_62-report,id15,19.6,0,69,7373,1.94,0.0632,21.6687,19.8949,19.3912,39.0452,0.778,25.3584,23.7689,24.4364,26.6136,0.4858,2.9681,2.0568,4.2721,8.5014,2.0248,5.9389,12.259,3.1842,9.1652,7.2139,39.7199,2.4303
62,G8_GenTegra_65_Run_62-report,id8,38.75,0,145,21601,0.2,0.0661,19.4578,17.3343,15.9716,47.2363,0.8045,28.5665,27.1222,21.8832,23.5207,0.8613,9.2336,8.8259,14.7199,10.4748,5.6727,8.1497,5.3544,4.7076,18.965,5.8144,5.1168,4.7456
57,G8_GenTegra_65_Run57-report,id15,27.32,0,73,7373,1.94,0.0624,22.8412,19.4059,19.3587,38.3943,0.7556,25.1967,23.7698,24.415,26.8159,0.9991,6.4761,1.692,10.0291,12.2406,4.3703,2.3242,5.8283,5.1584,11.4245,14.1028,19.2672,6.6998
57,G8_GenTegra_65_Run57-report,id8,50.45,0,174,21601,0.14,0.0675,19.9676,16.8935,16.3602,46.7787,0.748,28.4309,27.246,21.7945,23.6268,1.5263,11.2242,5.8769,15.6014,14.3673,6.3897,4.3395,3.2261,5.3868,15.5982,9.9067,2.9008,6.7776
59,G9_GenTegra_65_R59-report,id8,24.16,0,90,21601,0.25,0.0669,19.9983,16.9974,16.1917,46.8126,0.7178,28.462,27.3261,21.7643,23.5667,1.1047,8.216,7.0048,13.0576,10.0285,5.4549,6.5537,4.3611,4.1704,16.1909,5.0742,14.3354,5.6085
59,G9_GenTegra_65_R59-report,id15,13.71,0,38,7373,2.01,0.063,21.9342,19.9627,19.9472,38.1559,0.7139,25.1932,23.7284,24.6211,26.6334,0.5775,7.3342,7.0498,5.0017,7.8229,2.6248,4.8777,10.3779,3.3002,9.5997,5.6184,33.1597,2.9781
60,G9_GenTegra_65_Run_60-report,id15,25.25,0,89,7373,1.95,0.0644,22.0247,19.98,19.4625,38.5328,0.7257,25.198,23.8381,24.2435,26.9288,0.625,4.8431,1.8521,6.3941,11.3536,3.176,3.4409,8.7255,4.6533,11.0489,9.6473,30.4326,4.1693
60,G9_GenTegra_65_Run_60-report,id8,44.84,0,163,21601,0.13,0.0677,19.6791,17.2391,16.2803,46.7999,0.7401,28.4041,27.2768,21.8822,23.5292,1.0911,10.1125,7.3929,13.8887,14.4921,6.061,5.8243,3.8642,5.2433,17.7415,7.5776,4.0265,5.5526
62,G9_GenTegra_65_Run_62-report,id8,32.83,0,121,21601,0.17,0.0678,19.7516,17.0127,16.2613,46.9744,0.7502,28.4446,27.2884,21.7723,23.6026,0.9241,9.4092,8.394,14.3746,12.2497,5.862,7.1573,4.5578,4.7148,19.1029,6.2398,4.6997,5.0579
62,G9_GenTegra_65_Run_62-report,id15,17.68,0,59,7373,2.03,0.0643,22.197,20.0096,19.5314,38.262,0.7196,25.1797,23.8507,24.4439,26.7108,0.5,3.591,2.19,4.5469,9.4175,2.2157,4.7633,11.2822,3.5394,9.7677,7.2241,38.173,3.0114
57,G9_GenTegra_65_Run57-report,id15,26.63,0,68,7373,1.9,0.065,22.5087,20.4117,19.4175,37.6621,0.7189,25.2594,23.6972,24.5169,26.7143,1.0155,7.0654,1.6498,10.1037,11.7027,4.4705,2.3207,5.8812,5.2154,11.3188,13.5978,19.0773,7.2245
57,G9_GenTegra_65_Run57-report,id8,47.29,0,167,21601,0.08,0.0674,19.7623,17.0922,16.5902,46.5553,0.7161,28.4076,27.2341,21.8168,23.6321,1.5602,11.5079,5.9056,15.325,14.4319,6.484,4.2001,3.2017,5.3706,15.3262,9.9902,2.8348,7.008
57,H10_DNAStablePCR_85_Run57-report,id15,48.65,0,128,7373,1.67,0.0686,22.9962,20.4232,20.7999,35.7807,0.728,24.9122,23.9251,24.6043,26.7432,0.7502,4.2705,1.7514,3.0442,15.7888,1.5164,3.4694,8.4627,6.1476,7.9053,20.1861,24.5836,2.3373
60,H10_DNAStablePCR_85_Run_60-report,id15,50.39,0,128,7373,1.76,0.0699,22.9752,20.1138,20.9811,35.9299,0.7476,25.0847,23.8316,24.5276,26.7448,0.6073,2.6091,2.1302,1.7991,18.4155,1.1156,4.4322,10.0555,4.7608,10.4364,12.1546,30.5792,1.2384
60,H10_DNAStablePCR_85_Run_60-report,id8,22.97,0,83,21601,0.2,0.0688,20.3248,17.303,16.6347,45.7374,0.7684,28.2919,27.3023,21.7204,23.7712,0.7781,7.5862,9.2897,11.8443,15.1419,4.8748,8.7628,5.7881,4.6618,19.3025,6.0299,5.4751,3.1809
62,H10_DNAStablePCR_85_Run_62-report,id15,49.32,0,133,7373,1.55,0.0666,22.3096,20.3585,20.7739,36.558,0.8319,25.1673,23.8245,24.5132,26.6784,0.4474,1.8056,2.7511,1.6926,12.6139,1.1488,6.0627,13.1026,3.4577,6.5159,9.2476,40.0346,1.042
62,H10_DNAStablePCR_85_Run_62-report,id8,46,0,180,21601,0.06,0.0673,20.2528,17.4372,16.2483,46.0617,0.8086,28.322,27.2681,21.7511,23.7369,0.6971,7.9954,10.2003,12.361,12.6956,5.2416,9.5025,6.1957,4.5217,17.6404,5.9795,5.9926,3.6052
57,H11_DNAStablePCR_85_Run57-report,id15,0.02,0,2,7373,98.37,0.0413,50,0,0,50,0.5992,21.5762,18.3486,32.1402,28.4129,1.1074,5.0668,2.1715,5.0668,21.1047,1.407,1.407,5.6188,7.2242,15.251,17.9705,16.5329,1.4376
57,H11_DNAStablePCR_85_Run57-report,id8,0.02,0,2,21601,97.74,0.0673,15.1515,9.0909,15.1515,60.6061,1.0143,29.2825,28.519,21.7585,21.8871,1.4255,8.6916,5.6891,14.5387,14.7644,5.0802,4.7627,3.0947,6.324,14.8008,14.2661,3.7216,4.9621
60,H11_DNAStablePCR_85_Run_60-report,id8,0.02,0,3,21601,98.5,0.0583,21.0526,21.0526,10.5263,47.3684,0.9003,32.0323,25.0024,17.8713,26.7311,1.0803,12.4851,8.2219,13.3987,16.571,3.9168,7.5323,4.8825,5.3965,14.1336,8.1231,4.5394,3.3448
60,H11_DNAStablePCR_85_Run_60-report,id15,0.02,0,2,7373,98.21,0.0602,12.5,37.5,0,50,0.7143,24.6883,26.483,22.478,26.5165,1.0263,2.1244,0,0,30.1514,1.4024,4.9084,7.1429,8.7302,7.9366,14.0672,21.1009,2.1101
62,H11_DNAStablePCR_85_Run_62-report,id8,0.01,0,2,21601,98.7,0.0993,26.6667,10,20,43.3333,0.7837,29.7367,27.9227,22.4644,21.1651,0.9025,8.7748,10.4461,14.6246,16.506,4.5392,5.3645,5.3357,2.8457,17.0743,9.2956,2.9879,4.3158
62,H11_DNAStablePCR_85_Run_62-report,id15,0.01,0,2,7373,99.27,0.1091,0,33.3333,16.6667,50,1.4545,27.1006,22.9709,16.9951,33.907,0.7273,0,0,2.4036,16.5131,2.359,0,13.232,2.6464,15.8784,7.106,40.2672,0
57,H12_DNAStablePCR_85_Run57-report,id8,27.84,0,119,21601,0.25,0.0709,20.1846,17.3947,16.8065,45.6141,0.7178,28.2743,27.3079,21.8317,23.6611,1.0229,8.7906,7.5824,12.4407,15.6567,4.962,6.6638,4.8458,5.9211,16.0723,10.8128,4.3079,3.3631
57,H12_DNAStablePCR_85_Run57-report,id15,26.85,0,72,7373,1.99,0.0691,23.5517,19.9199,20.7132,35.8151,0.7265,25.1364,23.8373,24.5373,26.669,0.8243,4.7264,1.8911,3.4615,16.3489,1.6879,3.1792,7.7482,6.6098,8.1707,20.3402,22.8514,2.4675
60,H12_DNAStablePCR_85_Run_60-report,id8,33.23,0,132,21601,0.17,0.07,20.123,17.3762,16.5244,45.9764,0.7387,28.2475,27.1908,21.8443,23.7688,0.7803,8.3454,9.6775,12.6203,13.3443,5.2402,8.6713,5.7705,5.1763,17.196,6.8178,5.6349,3.3985
60,H12_DNAStablePCR_85_Run_60-report,id15,30.68,0,88,7373,1.95,0.0711,23.1888,20.2994,20.9491,35.5627,0.7541,25.1307,23.8589,24.4568,26.7429,0.5822,3.2055,2.4453,2.06,16.9671,1.3503,4.3433,10.295,5.3976,7.0479,13.3897,31.5645,1.4056
62,H12_DNAStablePCR_85_Run_62-report,id15,27.87,0,80,7373,1.52,0.059,22.872,20.0699,21.1582,35.8999,0.9812,25.323,23.8105,24.3467,26.711,0.6284,1.4277,2.1,1.2757,22.0284,0.8043,5.836,10.5578,2.7938,19.0032,7.0545,26.9657,0.7148
