267.07,320.01,336.50,317.88,152.3012,202.3285
223.64,181.10,253.99,297.28,124.3744,135.3753
229.71,167.11,199.57,264.40,114.8558,118.982
486.38,528.85,3.09,590.65,301.9949,422.4678
539.59,598.62,535.98,616.93,228.7606,387.1685
393.86,516.60,552.39,588.68,301.8264,466.6769
403.20,362.23,271.58,336.50,137.6778,136.3047
374.57,475.11,300.29,187.27,84.70506,76.92046
411.39,565.49,283.67,328.70,158.0388,166.3569
